,PC1,PC2,PC3,PC4,PC5,PC6,PC7
traction,-0.2527038961388121,0.5836880943158766,-0.3909332057236423,-0.37070435696791376,0.37607432579526506,0.4037779819904168,0.02701667180076644
tyre_stress,0.45131814140976134,0.10773091788295672,0.11280741818957139,-0.0223006759027827,0.6709860844822605,-0.38142739412866605,-0.41925406171150725
asphalt_grip,0.3809769919436836,0.2815067629382591,-0.18235302529766775,-0.509764596975913,-0.5931244931786996,-0.24270690916741453,-0.26794513561221767
corner_speed_energy,0.4193942881446853,-0.2778089349142887,0.36300860755256537,-0.29705077978835653,0.034562544508986874,0.7175750531017919,-0.10396001878752645
abrasiveness,0.28850254681039944,0.5135271545994277,0.011291399812337061,0.6970184734600771,-0.2074832983510044,0.2951814096009817,-0.19212628724346
braking_severity,-0.22244788118537426,0.46199157083395836,0.8113821667649518,-0.16766066766570886,-0.04488541162373683,-0.14473837705732293,0.16633012546856837
lateral_load,0.5279212625306066,0.11887828210062402,-0.10463901670822841,-0.006082569331398058,0.10144221382704603,-0.09784999391472717,0.8223841128635175
