variant,split,fold,event_date,event_name,n_features,n_rows,n_train_rows,n_train_events,n_events,runtime_seconds,mae,mse,rmse,degradation_slope_error
no_circuit,development,2022-06-12::Azerbaijan Grand Prix,2022-06-12,Azerbaijan Grand Prix,24,886,7704,7,1,1.040915988000009,1.277225845262938,6.981153792844239,2.6421873122177084,0.13193663827207458
raw_circuit_7,development,2022-06-12::Azerbaijan Grand Prix,2022-06-12,Azerbaijan Grand Prix,31,886,7704,7,1,1.083908675999993,1.1174509683755096,6.676508992845499,2.583894152794479,0.13984726205130968
raw_circuit_age_interactions,development,2022-06-12::Azerbaijan Grand Prix,2022-06-12,Azerbaijan Grand Prix,37,886,7704,7,1,1.1597523289999998,1.2051076194069148,6.906684297702687,2.6280571336450596,0.15982771593444137
pca4_no_age_interactions,development,2022-06-12::Azerbaijan Grand Prix,2022-06-12,Azerbaijan Grand Prix,28,886,7704,7,1,1.0680738030000043,1.0149547781679307,6.541988543099312,2.5577311319017313,0.13544912127696
no_circuit,development,2022-06-19::Canadian Grand Prix,2022-06-19,Canadian Grand Prix,24,1327,8590,8,1,1.0978838110000027,3.137509783078247,13.279934674146325,3.6441644685917134,0.044530351547272334
raw_circuit_7,development,2022-06-19::Canadian Grand Prix,2022-06-19,Canadian Grand Prix,31,1327,8590,8,1,1.1485038120000013,1.3570683461137423,4.411005535848027,2.100239399651389,0.04067575605259336
raw_circuit_age_interactions,development,2022-06-19::Canadian Grand Prix,2022-06-19,Canadian Grand Prix,37,1327,8590,8,1,1.1843168739999896,1.2481839875394098,4.007324196387982,2.0018302116782984,0.033166415738391235
pca4_no_age_interactions,development,2022-06-19::Canadian Grand Prix,2022-06-19,Canadian Grand Prix,28,1327,8590,8,1,1.124686595,1.3793324448427542,4.439530390423637,2.1070193142028,0.03116422887544344
no_circuit,development,2022-07-03::British Grand Prix,2022-07-03,British Grand Prix,24,867,9917,9,1,1.1822550669999998,1.236876429547742,6.692305869331299,2.5869491431667724,0.027869556257738348
raw_circuit_7,development,2022-07-03::British Grand Prix,2022-07-03,British Grand Prix,31,867,9917,9,1,1.222922765000007,3.579022840996566,16.333621815294773,4.041487574556523,0.061613242700400105
raw_circuit_age_interactions,development,2022-07-03::British Grand Prix,2022-07-03,British Grand Prix,37,867,9917,9,1,1.2758347469999904,2.560396370183442,10.61954396309661,3.25876417727589,0.09466198602024722
pca4_no_age_interactions,development,2022-07-03::British Grand Prix,2022-07-03,British Grand Prix,28,867,9917,9,1,1.2097480089999948,1.2189186825599756,6.613445932489397,2.5716620953168396,0.02515460811463537
no_circuit,development,2022-07-10::Austrian Grand Prix,2022-07-10,Austrian Grand Prix,24,1669,10784,10,1,1.2375768469999997,1.1458591376917526,1.926206201339901,1.3878783092691884,0.03837251890492536
raw_circuit_7,development,2022-07-10::Austrian Grand Prix,2022-07-10,Austrian Grand Prix,31,1669,10784,10,1,1.2827044870000037,1.2372926093645233,2.2286761537075885,1.492875129978254,0.04737760476826419
raw_circuit_age_interactions,development,2022-07-10::Austrian Grand Prix,2022-07-10,Austrian Grand Prix,37,1669,10784,10,1,1.3330673330000025,1.1478974854491149,1.8454408407177423,1.3584700367390303,0.027783236104944736
pca4_no_age_interactions,development,2022-07-10::Austrian Grand Prix,2022-07-10,Austrian Grand Prix,28,1669,10784,10,1,1.2646730920000095,1.2142857538908616,2.0174370989439496,1.4203651287411803,0.03399374319845227
no_circuit,development,2022-07-24::French Grand Prix,2022-07-24,French Grand Prix,24,968,12453,11,1,1.323350106999996,0.8131437415336572,1.3031738256208245,1.1415663912453031,0.2387974208494498
raw_circuit_7,development,2022-07-24::French Grand Prix,2022-07-24,French Grand Prix,31,968,12453,11,1,1.3982774050000017,0.6697132942305963,0.9683389416667658,0.9840421442533678,0.22114446248452543
raw_circuit_age_interactions,development,2022-07-24::French Grand Prix,2022-07-24,French Grand Prix,37,968,12453,11,1,1.4483020710000005,3.291241837165631,11.546901815481963,3.398073250458554,0.19466842026016148
pca4_no_age_interactions,development,2022-07-24::French Grand Prix,2022-07-24,French Grand Prix,28,968,12453,11,1,1.3741935989999945,0.5931164857060948,0.7700996463528897,0.8775532156814706,0.17022135466679378
no_circuit,development,2022-07-31::Hungarian Grand Prix,2022-07-31,Hungarian Grand Prix,24,1362,13421,12,1,1.3978400870000058,4.746117141068935,33.60562791503778,5.7970361319417165,0.07854457413844167
raw_circuit_7,development,2022-07-31::Hungarian Grand Prix,2022-07-31,Hungarian Grand Prix,31,1362,13421,12,1,1.4517567449999973,4.372501336450683,28.044938125735396,5.295747173509645,0.07358862185300918
raw_circuit_age_interactions,development,2022-07-31::Hungarian Grand Prix,2022-07-31,Hungarian Grand Prix,37,1362,13421,12,1,1.5305478249999993,3.6936117348266064,23.212609633750773,4.817946620060332,0.0852128945411224
pca4_no_age_interactions,development,2022-07-31::Hungarian Grand Prix,2022-07-31,Hungarian Grand Prix,28,1362,13421,12,1,1.449318065,4.503826286737343,29.831729459688326,5.461843046050328,0.06306539426434389
no_circuit,development,2022-08-28::Belgian Grand Prix,2022-08-28,Belgian Grand Prix,24,725,14783,13,1,1.4742442109999985,1.6563026401103407,6.184517500217569,2.4868690154926876,0.2677400813267832
raw_circuit_7,development,2022-08-28::Belgian Grand Prix,2022-08-28,Belgian Grand Prix,31,725,14783,13,1,1.5304757569999907,1.4970418788364837,5.174689081427549,2.2747942943104875,0.20829503025243526
raw_circuit_age_interactions,development,2022-08-28::Belgian Grand Prix,2022-08-28,Belgian Grand Prix,37,725,14783,13,1,1.6147326020000037,1.4894087004241523,6.877630088705627,2.622523610705083,0.25884523299605616
pca4_no_age_interactions,development,2022-08-28::Belgian Grand Prix,2022-08-28,Belgian Grand Prix,28,725,14783,13,1,1.5080491429999938,1.589782707318872,8.065371637328488,2.8399597950197264,0.2681809686380798
no_circuit,development,2022-09-04::Dutch Grand Prix,2022-09-04,Dutch Grand Prix,24,1273,15508,14,1,1.529798568000004,4.6812010253729355,44.458360760749194,6.667710308700371,0.17528740644441565
raw_circuit_7,development,2022-09-04::Dutch Grand Prix,2022-09-04,Dutch Grand Prix,31,1273,15508,14,1,1.5850824219999993,4.48296055270596,40.943318911927875,6.398696657283253,0.15183766642492993
raw_circuit_age_interactions,development,2022-09-04::Dutch Grand Prix,2022-09-04,Dutch Grand Prix,37,1273,15508,14,1,1.6474695139999938,3.4513419287676186,26.49812086683556,5.147632549710163,0.10090647484832742
pca4_no_age_interactions,development,2022-09-04::Dutch Grand Prix,2022-09-04,Dutch Grand Prix,28,1273,15508,14,1,1.5772749299999873,4.834986887958675,46.301210095592765,6.804499253846147,0.16413661895618098
no_circuit,development,2022-09-11::Italian Grand Prix,2022-09-11,Italian Grand Prix,24,931,16781,15,1,1.6075103729999967,1.4320017416271678,2.913863402285526,1.7070042185904304,0.01516004057786005
raw_circuit_7,development,2022-09-11::Italian Grand Prix,2022-09-11,Italian Grand Prix,31,931,16781,15,1,1.6664037370000102,1.0382005486244699,1.9470473417850758,1.3953663826339933,0.011668901913096547
raw_circuit_age_interactions,development,2022-09-11::Italian Grand Prix,2022-09-11,Italian Grand Prix,37,931,16781,15,1,1.7400589229999923,1.0024536367951558,1.8803547193315993,1.371260266809915,0.013942022948459337
pca4_no_age_interactions,development,2022-09-11::Italian Grand Prix,2022-09-11,Italian Grand Prix,28,931,16781,15,1,1.6407443239999964,0.810662774440582,1.4927490513507082,1.2217810979675157,0.00776981551327791
no_circuit,development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,24,729,17712,16,1,1.6648760870000103,12.057612812235076,157.39992125408196,12.545912531740445,0.12098578482801581
raw_circuit_7,development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,31,729,17712,16,1,1.7432262880000167,13.34388591670816,185.5331359312847,13.621054875863495,0.10427129616138275
raw_circuit_age_interactions,development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,37,729,17712,16,1,1.8266114650000134,11.227023579426263,136.50684368271635,11.683614324459548,0.12943919290611822
pca4_no_age_interactions,development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,28,729,17712,16,1,1.698883713000015,12.388073408416675,162.3931968359943,12.743358930674216,0.1365560510867149
no_circuit,development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,24,460,18441,17,1,1.6718814130000226,2.657252300520042,19.752081930325577,4.444331437947172,0.08903283054924904
raw_circuit_7,development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,31,460,18441,17,1,1.7555928510000172,7.864216831193228,78.06652316280255,8.835526196147152,0.1827621518027526
raw_circuit_age_interactions,development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,37,460,18441,17,1,1.8515503280000019,7.413230169578844,69.82140126644765,8.355920132842801,0.14272450510355608
pca4_no_age_interactions,development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,28,460,18441,17,1,1.7144770349999874,5.721268469575599,52.032405549772655,7.213349121578177,0.7684925868319863
no_circuit,development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,24,785,18901,18,1,1.6879783279999856,1.172051129085587,1.9547490038530129,1.3981233864909823,0.07970111274128436
raw_circuit_7,development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,31,785,18901,18,1,1.7625905170000067,1.5090989935405774,2.7898549007488835,1.6702858739595696,0.01250972052124275
raw_circuit_age_interactions,development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,37,785,18901,18,1,1.8448096169999815,1.9250556738610454,4.299610030144451,2.073550103118912,0.017138723965772595
pca4_no_age_interactions,development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,28,785,18901,18,1,1.761182697999999,1.6076160227635123,3.0629036429639855,1.7501153227613275,0.06276819157781238
no_circuit,development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,24,1296,19686,19,1,1.7770092940000097,1.4635810677210344,4.3363849217323525,2.082398838294997,0.00855098635182965
raw_circuit_7,development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,31,1296,19686,19,1,1.8574661069999934,9.433029536141424,91.9890097131311,9.591090121207865,0.0370957038784942
raw_circuit_age_interactions,development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,37,1296,19686,19,1,1.960446625000003,12.01233323227209,147.87902110700483,12.160551842207031,0.06492174695764674
pca4_no_age_interactions,development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,28,1296,19686,19,1,1.8197279649999984,1.6388786480650661,5.209837612895836,2.2825068702844766,0.017973466212672595
no_circuit,development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,24,1823,20982,20,1,1.9053456219999987,1.509080123081238,3.599652850878301,1.8972751120694913,0.0660663668411245
raw_circuit_7,development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,31,1823,20982,20,1,1.959012429000012,0.8650185986538287,1.235837086242384,1.1116820976530943,0.06338886644062505
raw_circuit_age_interactions,development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,37,1823,20982,20,1,2.037033854000015,0.8690838460381644,1.481598225284251,1.21720919536629,0.05366250709092272
pca4_no_age_interactions,development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,28,1823,20982,20,1,1.8815277810000168,1.3324431524718257,2.556296810317055,1.5988423344148275,0.07882166492611146
no_circuit,development,2022-11-20::Abu Dhabi Grand Prix,2022-11-20,Abu Dhabi Grand Prix,24,1264,22805,21,1,2.006186198000023,1.1636526576091422,3.207320660908201,1.7908993999966052,0.12381299771821268
raw_circuit_7,development,2022-11-20::Abu Dhabi Grand Prix,2022-11-20,Abu Dhabi Grand Prix,31,1264,22805,21,1,2.089964937000019,2.4156723290211946,8.178236151325553,2.8597615549771893,0.04366403889000447
raw_circuit_age_interactions,development,2022-11-20::Abu Dhabi Grand Prix,2022-11-20,Abu Dhabi Grand Prix,37,1264,22805,21,1,2.168136102999995,2.0725103568997016,6.230982513491899,2.4961936049697546,0.06249479949055361
pca4_no_age_interactions,development,2022-11-20::Abu Dhabi Grand Prix,2022-11-20,Abu Dhabi Grand Prix,28,1264,22805,21,1,2.0275692989999925,2.6086511635092693,8.033215212751841,2.8342927182547397,0.07246398684133319
no_circuit,development,2023-03-05::Bahrain Grand Prix,2023-03-05,Bahrain Grand Prix,24,1117,24069,22,1,2.0540611399999875,0.8399065574017835,1.1991864282492177,1.0950737090484903,0.0759095399997116
raw_circuit_7,development,2023-03-05::Bahrain Grand Prix,2023-03-05,Bahrain Grand Prix,31,1117,24069,22,1,2.137075304999996,0.7379329415431339,0.9032607277788542,0.9504002987051584,0.049160896272319766
raw_circuit_age_interactions,development,2023-03-05::Bahrain Grand Prix,2023-03-05,Bahrain Grand Prix,37,1117,24069,22,1,2.247096736000003,1.2488897075199428,2.2555020287624767,1.5018328897592024,0.07928424634037484
pca4_no_age_interactions,development,2023-03-05::Bahrain Grand Prix,2023-03-05,Bahrain Grand Prix,28,1117,24069,22,1,2.1179837930000076,4.5772851711524885,25.474940780826522,5.0472706268662195,0.12760831048199642
no_circuit,development,2023-03-19::Saudi Arabian Grand Prix,2023-03-19,Saudi Arabian Grand Prix,24,1066,25186,23,1,2.1552595850000102,0.8973748864457692,2.4307375793717654,1.5590822875562935,0.007224070596967458
raw_circuit_7,development,2023-03-19::Saudi Arabian Grand Prix,2023-03-19,Saudi Arabian Grand Prix,31,1066,25186,23,1,2.267177414999992,0.8388278556237159,2.410789696289498,1.552671792842743,0.02452376811805408
raw_circuit_age_interactions,development,2023-03-19::Saudi Arabian Grand Prix,2023-03-19,Saudi Arabian Grand Prix,37,1066,25186,23,1,2.4013582529999837,0.8439687324456293,2.4146361010951134,1.5539099398276315,0.025332847125326647
pca4_no_age_interactions,development,2023-03-19::Saudi Arabian Grand Prix,2023-03-19,Saudi Arabian Grand Prix,28,1066,25186,23,1,2.2186933179999926,0.8201554371436948,2.3276656235872433,1.5256689102119252,0.02677239774412443
no_circuit,development,2023-04-02::Australian Grand Prix,2023-04-02,Australian Grand Prix,24,880,26252,24,1,2.2369595370000184,2.582996681242134,18.470223660594172,4.297699810432806,0.5889979386721012
raw_circuit_7,development,2023-04-02::Australian Grand Prix,2023-04-02,Australian Grand Prix,31,880,26252,24,1,2.3270730449999917,2.2539763461795186,16.856855165042358,4.105710068312466,0.5640885413645295
raw_circuit_age_interactions,development,2023-04-02::Australian Grand Prix,2023-04-02,Australian Grand Prix,37,880,26252,24,1,2.442320781999996,2.1066962980076376,16.375265827792507,4.046636359718094,0.5454485324068702
pca4_no_age_interactions,development,2023-04-02::Australian Grand Prix,2023-04-02,Australian Grand Prix,28,880,26252,24,1,2.2664938849999885,2.2615020775237937,17.63825911768717,4.199792746992067,0.5690675035761549
no_circuit,development,2023-04-30::Azerbaijan Grand Prix,2023-04-30,Azerbaijan Grand Prix,24,993,27132,25,1,2.2561311999999987,1.5124483598763472,2.8283402350018556,1.6817669978334857,0.07946959329033033
raw_circuit_7,development,2023-04-30::Azerbaijan Grand Prix,2023-04-30,Azerbaijan Grand Prix,31,993,27132,25,1,2.3824212680000016,2.290548007080234,5.833165489458056,2.415194710464988,0.09065660749004377
raw_circuit_age_interactions,development,2023-04-30::Azerbaijan Grand Prix,2023-04-30,Azerbaijan Grand Prix,37,993,27132,25,1,2.543117367000008,2.0030071985686573,4.552098759723039,2.1335648009195873,0.08443257399927491
pca4_no_age_interactions,development,2023-04-30::Azerbaijan Grand Prix,2023-04-30,Azerbaijan Grand Prix,28,993,27132,25,1,2.340303137999996,2.2650632204934276,5.734196807353338,2.394618300972691,0.08849316485558523
no_circuit,development,2023-05-07::Miami Grand Prix,2023-05-07,Miami Grand Prix,24,1210,28125,26,1,2.3231160819999843,1.9708271640159287,24.137599540531344,4.913003108133695,0.053293657427560426
raw_circuit_7,development,2023-05-07::Miami Grand Prix,2023-05-07,Miami Grand Prix,31,1210,28125,26,1,2.4611407639999925,2.0620642457581457,24.260070481751242,4.92545129726721,0.03624695777200521
raw_circuit_age_interactions,development,2023-05-07::Miami Grand Prix,2023-05-07,Miami Grand Prix,37,1210,28125,26,1,2.568747325000004,2.0760258575807176,24.303031642915446,4.929810507810158,0.030073681828771816
pca4_no_age_interactions,development,2023-05-07::Miami Grand Prix,2023-05-07,Miami Grand Prix,28,1210,28125,26,1,2.4101752370000042,2.092487069573505,24.149057115477135,4.91416901576219,0.033791702818703674
no_circuit,development,2023-05-28::Monaco Grand Prix,2023-05-28,Monaco Grand Prix,24,1507,29335,27,1,2.392368462999997,3.0011129778417724,32.1252091039567,5.667910470707587,0.24294294098489128
raw_circuit_7,development,2023-05-28::Monaco Grand Prix,2023-05-28,Monaco Grand Prix,31,1507,29335,27,1,2.551419296000006,3.578350196927141,43.97317386438106,6.631227176351377,0.27247016467800916
raw_circuit_age_interactions,development,2023-05-28::Monaco Grand Prix,2023-05-28,Monaco Grand Prix,37,1507,29335,27,1,2.67080875100001,6.024868980683834,60.52513196886503,7.779789969457083,0.3067449702896836
pca4_no_age_interactions,development,2023-05-28::Monaco Grand Prix,2023-05-28,Monaco Grand Prix,28,1507,29335,27,1,2.480586469000002,4.370654540612528,46.81500538842785,6.842149179053892,0.2577622016524709
no_circuit,development,2023-06-04::Spanish Grand Prix,2023-06-04,Spanish Grand Prix,24,1437,30842,28,1,2.5101053809999883,1.9933057065243072,5.149876613706022,2.2693339581705514,0.008800199060023816
raw_circuit_7,development,2023-06-04::Spanish Grand Prix,2023-06-04,Spanish Grand Prix,31,1437,30842,28,1,2.6527228750000234,5.699342050342289,33.58599955140172,5.795342919224169,0.030025490479411786
raw_circuit_age_interactions,development,2023-06-04::Spanish Grand Prix,2023-06-04,Spanish Grand Prix,37,1437,30842,28,1,2.774134683999989,5.426520559607919,30.468092522049545,5.519790985358915,0.020241423504977752
pca4_no_age_interactions,development,2023-06-04::Spanish Grand Prix,2023-06-04,Spanish Grand Prix,28,1437,30842,28,1,2.5567087670000035,4.2003702982086955,18.587152549841132,4.311282007691115,0.0322329805994844
no_circuit,development,2023-06-18::Canadian Grand Prix,2023-06-18,Canadian Grand Prix,24,1351,32279,29,1,2.5350647429999924,0.8904764012876065,1.518367460334877,1.2322205404613562,0.05719370978003124
raw_circuit_7,development,2023-06-18::Canadian Grand Prix,2023-06-18,Canadian Grand Prix,31,1351,32279,29,1,2.7226320179999846,0.8938634816710906,1.4242765675386462,1.193430587650009,0.05139662055368027
raw_circuit_age_interactions,development,2023-06-18::Canadian Grand Prix,2023-06-18,Canadian Grand Prix,37,1351,32279,29,1,2.8823348949999854,1.216432313029989,2.219980926600776,1.4899600419476946,0.020127197760465478
pca4_no_age_interactions,development,2023-06-18::Canadian Grand Prix,2023-06-18,Canadian Grand Prix,28,1351,32279,29,1,2.6526304850000315,1.426571053837553,2.74841303588781,1.6578338384433495,0.05338214308122039
no_circuit,development,2023-07-02::Austrian Grand Prix,2023-07-02,Austrian Grand Prix,24,1592,33630,30,1,2.6707017930000347,1.7781892936601498,8.676010079924415,2.945506761140503,0.028948896893299835
raw_circuit_7,development,2023-07-02::Austrian Grand Prix,2023-07-02,Austrian Grand Prix,31,1592,33630,30,1,2.8368681649999985,1.7446991168874386,8.1626912636755,2.857042397948532,0.03403154535309874
raw_circuit_age_interactions,development,2023-07-02::Austrian Grand Prix,2023-07-02,Austrian Grand Prix,37,1592,33630,30,1,2.9405285799999774,1.8001651698062175,8.820581337517673,2.969946352632935,0.059506176357538826
pca4_no_age_interactions,development,2023-07-02::Austrian Grand Prix,2023-07-02,Austrian Grand Prix,28,1592,33630,30,1,2.733062623999956,1.8463370145503453,9.294267963589924,3.0486501871467517,0.03875075122841393
no_circuit,development,2023-07-09::British Grand Prix,2023-07-09,British Grand Prix,24,1007,35222,31,1,2.7278448719999915,0.977747023145912,1.380927824503243,1.1751288544254384,0.027754374098241705
raw_circuit_7,development,2023-07-09::British Grand Prix,2023-07-09,British Grand Prix,31,1007,35222,31,1,2.915427710000017,0.8746907421288765,1.1845812819007466,1.0883847122689416,0.009185793494947992
raw_circuit_age_interactions,development,2023-07-09::British Grand Prix,2023-07-09,British Grand Prix,37,1007,35222,31,1,3.080279823000012,0.9348499673672822,1.2868383571521655,1.1343889796503515,0.009752523561504566
pca4_no_age_interactions,development,2023-07-09::British Grand Prix,2023-07-09,British Grand Prix,28,1007,35222,31,1,2.8311318570000026,0.8961807574978533,1.2004364450290295,1.0956443058899314,0.010649396104536425
no_circuit,development,2023-07-23::Hungarian Grand Prix,2023-07-23,Hungarian Grand Prix,24,1368,36229,32,1,2.8199285970000005,1.1668861589424027,1.9469627157524294,1.3953360583574228,0.034904262319954936
raw_circuit_7,development,2023-07-23::Hungarian Grand Prix,2023-07-23,Hungarian Grand Prix,31,1368,36229,32,1,2.9997524669999507,1.5005910860534848,2.8913978822268036,1.7004110921264903,0.027672111373406885
raw_circuit_age_interactions,development,2023-07-23::Hungarian Grand Prix,2023-07-23,Hungarian Grand Prix,37,1368,36229,32,1,3.116274015999977,1.5549523538670824,2.9188770955402306,1.7084721524040802,0.03379906504607065
pca4_no_age_interactions,development,2023-07-23::Hungarian Grand Prix,2023-07-23,Hungarian Grand Prix,28,1368,36229,32,1,2.906558473999951,1.1687598700664719,1.9541627104170638,1.3979136992021588,0.037016242475158556
no_circuit,development,2023-07-30::Belgian Grand Prix,2023-07-30,Belgian Grand Prix,24,725,37597,33,1,2.8743885359999695,1.0689852508217492,2.035121162835714,1.4265767286885462,0.39150029113905316
raw_circuit_7,development,2023-07-30::Belgian Grand Prix,2023-07-30,Belgian Grand Prix,31,725,37597,33,1,3.0841625729999578,1.4216243925134273,3.6782589531307743,1.9178787639292465,0.39756337752546933
raw_circuit_age_interactions,development,2023-07-30::Belgian Grand Prix,2023-07-30,Belgian Grand Prix,37,725,37597,33,1,3.243406587000038,1.28228715740332,2.665348886698024,1.6325896259311536,0.2699796582102384
pca4_no_age_interactions,development,2023-07-30::Belgian Grand Prix,2023-07-30,Belgian Grand Prix,28,725,37597,33,1,2.970272628000032,1.2576198003324957,2.443186472934981,1.5630695675288995,0.2818763171374917
no_circuit,development,2023-08-27::Dutch Grand Prix,2023-08-27,Dutch Grand Prix,24,1208,38322,34,1,2.888928888999999,1.6044444401485343,11.285232782411084,3.3593500535685594,0.1289874257074733
raw_circuit_7,development,2023-08-27::Dutch Grand Prix,2023-08-27,Dutch Grand Prix,31,1208,38322,34,1,3.145435716999998,1.2405190144381797,8.573909616588251,2.928123907314759,0.06196408378393515
raw_circuit_age_interactions,development,2023-08-27::Dutch Grand Prix,2023-08-27,Dutch Grand Prix,37,1208,38322,34,1,3.2959002350000333,1.941301871857439,15.91543764590732,3.9894157023187393,0.034822733776888985
pca4_no_age_interactions,development,2023-08-27::Dutch Grand Prix,2023-08-27,Dutch Grand Prix,28,1208,38322,34,1,3.0113018629999715,1.2751130189619932,9.182169620153829,3.0302095010335224,0.03128760075307545
no_circuit,development,2023-09-03::Italian Grand Prix,2023-09-03,Italian Grand Prix,24,938,39530,35,1,2.977412740000034,1.3840485700483092,16.22262196996818,4.027731615930756,0.27490628984398485
raw_circuit_7,development,2023-09-03::Italian Grand Prix,2023-09-03,Italian Grand Prix,31,938,39530,35,1,3.2524247819999914,1.2591646364611315,16.380402181408083,4.047270954780281,0.2739435960737615
raw_circuit_age_interactions,development,2023-09-03::Italian Grand Prix,2023-09-03,Italian Grand Prix,37,938,39530,35,1,3.363146168999947,1.1877700178862391,16.25187690890843,4.031361669325692,0.26133965668517706
pca4_no_age_interactions,development,2023-09-03::Italian Grand Prix,2023-09-03,Italian Grand Prix,28,938,39530,35,1,3.1378796559999955,1.1855196670141448,16.082491610137406,4.010298194665505,0.2746684484886267
no_circuit,development,2023-09-17::Singapore Grand Prix,2023-09-17,Singapore Grand Prix,24,1024,40468,36,1,3.066511731999981,2.1305669740873063,6.713269714060989,2.5909978220872727,0.09277243429845285
raw_circuit_7,development,2023-09-17::Singapore Grand Prix,2023-09-17,Singapore Grand Prix,31,1024,40468,36,1,3.3190795630000025,3.4950292108015883,15.185709840336031,3.896884632669542,0.11584094389191052
raw_circuit_age_interactions,development,2023-09-17::Singapore Grand Prix,2023-09-17,Singapore Grand Prix,37,1024,40468,36,1,3.45522728200001,2.1717015877996344,7.073240923435824,2.659556527587978,0.0810517873514974
pca4_no_age_interactions,development,2023-09-17::Singapore Grand Prix,2023-09-17,Singapore Grand Prix,28,1024,40468,36,1,3.203711290000001,2.58583730376612,8.79366779296165,2.9654119094927855,0.09123213313789798
no_circuit,development,2023-09-24::Japanese Grand Prix,2023-09-24,Japanese Grand Prix,24,825,41492,37,1,3.156353973000023,1.8664145434208232,4.205682163122856,2.050775990478447,0.06498203805925934
raw_circuit_7,development,2023-09-24::Japanese Grand Prix,2023-09-24,Japanese Grand Prix,31,825,41492,37,1,3.346684075999974,1.5777900857021696,3.132310100561271,1.7698333538955782,0.0395450715442545
raw_circuit_age_interactions,development,2023-09-24::Japanese Grand Prix,2023-09-24,Japanese Grand Prix,37,825,41492,37,1,3.5023937909999745,0.8446636015776703,1.2700346100964384,1.1269581226010301,0.0522792350464164
pca4_no_age_interactions,development,2023-09-24::Japanese Grand Prix,2023-09-24,Japanese Grand Prix,28,825,41492,37,1,3.2699792869999555,2.1725787189589636,5.299949406188725,2.302161898344407,0.03644964734175448
no_circuit,development,2023-10-08::Qatar Grand Prix,2023-10-08,Qatar Grand Prix,24,952,42317,38,1,3.1667945689999897,2.279671821358234,6.807809276201727,2.6091778927857194,0.049734069636567006
raw_circuit_7,development,2023-10-08::Qatar Grand Prix,2023-10-08,Qatar Grand Prix,31,952,42317,38,1,3.448466248999978,2.255309855607852,6.984508208831079,2.642822016109121,0.07624334108927766
raw_circuit_age_interactions,development,2023-10-08::Qatar Grand Prix,2023-10-08,Qatar Grand Prix,37,952,42317,38,1,3.592828532999988,2.116563583748408,6.134933149566382,2.4768797204479633,0.060809947369005614
pca4_no_age_interactions,development,2023-10-08::Qatar Grand Prix,2023-10-08,Qatar Grand Prix,28,952,42317,38,1,3.3121080459999916,2.055897894739528,5.419717659711055,2.328028706805622,0.039078262672824375
no_circuit,development,2023-10-22::United States Grand Prix,2023-10-22,United States Grand Prix,24,1265,43269,39,1,3.241674328999977,0.7596073957031121,1.0539670142402375,1.0266289564590692,0.015818560569013134
raw_circuit_7,development,2023-10-22::United States Grand Prix,2023-10-22,United States Grand Prix,31,1265,43269,39,1,3.502264345999947,0.8542113157326895,1.277434011201176,1.130236263442815,0.010837357452450277
raw_circuit_age_interactions,development,2023-10-22::United States Grand Prix,2023-10-22,United States Grand Prix,37,1265,43269,39,1,3.624384328000019,0.7592493842304159,1.01286300021028,1.0064109499654106,0.008123044334381484
pca4_no_age_interactions,development,2023-10-22::United States Grand Prix,2023-10-22,United States Grand Prix,28,1265,43269,39,1,3.3569413189999864,1.0907467549489656,1.9951379606717752,1.4124935258866764,0.010710459219626559
no_circuit,development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,24,1283,44534,40,1,3.334495559000004,1.2964693237642957,4.147000910024672,2.0364186480251725,0.04799021308805862
raw_circuit_7,development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,31,1283,44534,40,1,3.5580843990000517,0.8985992311680508,2.3399309451638186,1.5296832826320024,0.06689552509728496
raw_circuit_age_interactions,development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,37,1283,44534,40,1,3.773277128000018,0.9779778593656179,2.8263145683608344,1.6811646464165353,0.0782576180972142
