variant,split,fold,event_date,event_name,n_features,n_rows,n_train_rows,n_train_events,n_events,runtime_seconds,mae,mse,rmse,degradation_slope_error
no_track_temperature,ablation_development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,27,1283,44534,40,1,0.0,0.7699363915829512,1.5909109230842209,1.2613131740706671,0.10425052066834606
no_fuel_race_progress,ablation_development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,22,1283,44534,40,1,0.0,1.1946201666870935,2.9109641342291934,1.7061547802673687,0.06539789796509451
no_tire_age,ablation_development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,21,1283,44534,40,1,0.0,1.1304231470161712,3.8399031849866385,1.9595670912185268,0.0726515828943647
no_compound,ablation_development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,24,1283,44534,40,1,0.0,1.2598930981902845,3.613730016816327,1.900981329949436,0.04387000416296774
no_driver,ablation_development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,27,1432,45817,41,1,0.0,0.8355147891065353,1.3915276467868496,1.1796303008938223,0.0485749925054233
no_constructor,ablation_development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,27,1432,45817,41,1,0.0,0.7055338109101448,0.7918741805611845,0.8898731261034826,0.035947600413945915
no_air_temperature,ablation_development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,27,1432,45817,41,1,0.0,0.6806118761228743,0.7275774580420479,0.8529815109614322,0.04300784250758022
no_track_temperature,ablation_development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,27,1432,45817,41,1,0.0,0.6615597896092952,0.7941248554594738,0.8911368331852711,0.046354592386338656
no_fuel_race_progress,ablation_development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,22,1432,45817,41,1,0.0,0.9850812664922418,1.4119766876752526,1.1882662528555006,0.0390915483770435
no_tire_age,ablation_development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,21,1432,45817,41,1,0.0,0.7352708030445331,1.0488280899227302,1.0241230833853567,0.06147147460287743
no_compound,ablation_development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,24,1432,45817,41,1,0.0,0.7924744372576508,1.50944165365095,1.228593363831561,0.04636189563350632
no_driver,ablation_development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,27,1001,47249,42,1,0.0,2.0951661258838383,15.492560833911629,3.936059048580398,0.1280192824892246
no_constructor,ablation_development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,27,1001,47249,42,1,0.0,2.291138456721554,16.822859635181363,4.101567948380395,0.145752696048813
no_air_temperature,ablation_development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,27,1001,47249,42,1,0.0,2.1710119217426573,15.966531063899208,3.9958141928647293,0.09206446080913573
no_track_temperature,ablation_development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,27,1001,47249,42,1,0.0,2.486168039787703,17.490927550658828,4.182215626992328,0.10221768586248704
no_fuel_race_progress,ablation_development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,22,1001,47249,42,1,0.0,2.2088536538196006,15.36909891023131,3.920344233639606,0.11069817528667146
no_tire_age,ablation_development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,21,1001,47249,42,1,0.0,2.292599959471628,15.900262049503818,3.9875132663733943,0.06438107763948064
no_compound,ablation_development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,24,1001,47249,42,1,0.0,2.2400737076487736,16.05498922855542,4.006867757807266,0.12064434373801024
no_driver,ablation_development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,27,1163,48250,43,1,0.0,1.1902937184581746,8.52734006007995,2.920160964755188,0.2915007225159219
no_constructor,ablation_development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,27,1163,48250,43,1,0.0,1.1558793740435198,8.493498734396628,2.9143607762932557,0.30352098377369047
no_air_temperature,ablation_development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,27,1163,48250,43,1,0.0,1.3223973495071217,8.753282054309027,2.958594607969978,0.30192927175940326
no_track_temperature,ablation_development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,27,1163,48250,43,1,0.0,1.2505104043019273,8.738869481054072,2.9561578917666207,0.3167844481555759
no_fuel_race_progress,ablation_development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,22,1163,48250,43,1,0.0,1.378697091413955,9.354272808158516,3.0584755693251036,0.2859178210168469
no_tire_age,ablation_development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,21,1163,48250,43,1,0.0,1.204206645327977,8.431985906336436,2.903788199290099,0.2815774160652698
no_compound,ablation_development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,24,1163,48250,43,1,0.0,1.1401946190515326,8.585960327848964,2.9301809377321675,0.30947394860197974
no_driver,ablation_development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,27,1226,49413,44,1,0.0,1.3440461118327747,2.1616714509361117,1.4702623748624297,0.029154097134190805
no_constructor,ablation_development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,27,1226,49413,44,1,0.0,1.3302421419073958,2.169081077273838,1.4727800505417765,0.06114092506268198
no_air_temperature,ablation_development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,27,1226,49413,44,1,0.0,1.6261380224196336,3.0560545410176854,1.74815747031487,0.06776216645048354
no_track_temperature,ablation_development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,27,1226,49413,44,1,0.0,1.356788104029443,2.2193538742797854,1.4897496012014184,0.026081080919695354
no_fuel_race_progress,ablation_development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,22,1226,49413,44,1,0.0,1.4176054057168266,2.852824863431107,1.6890307467394154,0.057041680852764474
no_tire_age,ablation_development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,21,1226,49413,44,1,0.0,1.387661466462088,2.354975252168221,1.5345928620217875,0.09015317011622159
no_compound,ablation_development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,24,1226,49413,44,1,0.0,1.4071736297599797,2.32473359928366,1.5247077094589836,0.036268601367835974
no_driver,ablation_development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,27,1038,50639,45,1,0.0,1.2365999810892911,5.376764842700191,2.3187852084011986,0.043326949964825605
no_constructor,ablation_development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,27,1038,50639,45,1,0.0,1.3062304628121808,5.503206326929691,2.345891371510985,0.03746995053662133
no_air_temperature,ablation_development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,27,1038,50639,45,1,0.0,1.2303222092850694,5.322295300441196,2.307010034750867,0.043854337135484846
no_track_temperature,ablation_development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,27,1038,50639,45,1,0.0,1.357629372399352,5.589764859639647,2.3642683560965847,0.03662468113481187
no_fuel_race_progress,ablation_development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,22,1038,50639,45,1,0.0,1.156528358433405,5.457484181649989,2.3361258916526713,0.04658705721916768
no_tire_age,ablation_development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,21,1038,50639,45,1,0.0,1.1971504668283974,5.227347099446071,2.2863392354255025,0.02987036699873823
no_compound,ablation_development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,24,1038,50639,45,1,0.0,1.2306391516486408,5.334362859718591,2.309623965003522,0.047864580324563234
no_driver,ablation_development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,27,1124,51677,46,1,0.0,2.1079548728257738,21.46862538566491,4.633424800907522,0.2205327104577203
no_constructor,ablation_development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,27,1124,51677,46,1,0.0,2.1116128899304183,21.363137504821086,4.622027423633604,0.21653366905995833
no_air_temperature,ablation_development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,27,1124,51677,46,1,0.0,2.3103977100745485,21.99296238811231,4.6896654878692905,0.2204418564835087
no_track_temperature,ablation_development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,27,1124,51677,46,1,0.0,1.9817511269958616,21.172731478230347,4.601383648233469,0.22383953324483444
no_fuel_race_progress,ablation_development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,22,1124,51677,46,1,0.0,2.4021083392372837,22.497318208223447,4.743133796154547,0.19894138493584426
no_tire_age,ablation_development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,21,1124,51677,46,1,0.0,2.0175456652612365,21.33238032284533,4.618698985953223,0.21083271331622966
no_compound,ablation_development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,24,1124,51677,46,1,0.0,2.0959651786947058,21.540432884724105,4.6411671899129106,0.21947083546457394
no_driver,ablation_development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,27,762,52801,47,1,0.0,0.8270936166063898,1.1084823242764446,1.0528448718954015,0.04893689104722875
no_constructor,ablation_development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,27,762,52801,47,1,0.0,0.873250806305593,1.2119910535012997,1.100904652320672,0.05032820799247867
no_air_temperature,ablation_development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,27,762,52801,47,1,0.0,1.1127642712169565,1.678393167500704,1.2955281423036336,0.03511525806268848
no_track_temperature,ablation_development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,27,762,52801,47,1,0.0,0.7762032637983065,0.9768625489099042,0.9883635712175476,0.03747000341091929
no_fuel_race_progress,ablation_development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,22,762,52801,47,1,0.0,1.2451481012362495,2.3841551673288817,1.544070972244761,0.019479964867480503
no_tire_age,ablation_development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,21,762,52801,47,1,0.0,0.8292226020717581,1.2142933586689706,1.1019497986156042,0.09847718963888939
no_compound,ablation_development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,24,762,52801,47,1,0.0,0.8207633938099916,1.1299984072020317,1.063013832084057,0.060920537699616965
no_driver,ablation_development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,27,1097,53563,48,1,0.0,2.0511499615655255,4.839526259898692,2.1998923291603822,0.030660718484250823
no_constructor,ablation_development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,27,1097,53563,48,1,0.0,2.1448247737978496,5.2102224144705245,2.2825911623570536,0.032343807011075976
no_air_temperature,ablation_development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,27,1097,53563,48,1,0.0,2.165582368890969,5.317728134627226,2.306019977065946,0.02560027570807777
no_track_temperature,ablation_development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,27,1097,53563,48,1,0.0,2.1265405823475922,5.212720810537491,2.2831383686797198,0.03746313797593553
no_fuel_race_progress,ablation_development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,22,1097,53563,48,1,0.0,2.4240704244296674,7.066410908137153,2.6582721659260464,0.043440835710365194
no_tire_age,ablation_development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,21,1097,53563,48,1,0.0,2.1295616677107723,5.267898833418528,2.2951903697555305,0.05936163496224676
no_compound,ablation_development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,24,1097,53563,48,1,0.0,2.34287476436753,6.164786748097041,2.482898859820319,0.034127767784848655
no_driver,ablation_development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,27,1220,54660,49,1,0.0,1.1761239987285717,1.9406775052846912,1.3930820167113964,0.005652131483704617
no_constructor,ablation_development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,27,1220,54660,49,1,0.0,1.0842353444241797,1.6114789498205695,1.2694404081407562,0.009440587848597156
no_air_temperature,ablation_development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,27,1220,54660,49,1,0.0,1.3480562645282927,2.306570936253202,1.518739917251536,0.010022295255442983
no_track_temperature,ablation_development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,27,1220,54660,49,1,0.0,0.978158324554289,1.3504263277684063,1.1620784516410267,0.011826317248789372
no_fuel_race_progress,ablation_development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,22,1220,54660,49,1,0.0,1.3582259392737992,2.5015386195316185,1.5816253094622692,0.015636348517438448
no_tire_age,ablation_development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,21,1220,54660,49,1,0.0,0.9439924801062902,1.2913255386136653,1.1363650551709452,0.006464384153714046
no_compound,ablation_development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,24,1220,54660,49,1,0.0,1.011228847670649,1.4729907718874309,1.213668312137806,0.01231687072910191
no_driver,ablation_development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,27,1433,55880,50,1,0.0,1.156643502952943,2.960447470796531,1.720595092052901,0.0816539251810735
no_constructor,ablation_development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,27,1433,55880,50,1,0.0,1.1966287189341398,3.090485939181952,1.7579777982619553,0.07152118450449178
no_air_temperature,ablation_development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,27,1433,55880,50,1,0.0,1.2476612105950056,3.192924610463009,1.7868756561280388,0.09636701258876583
no_track_temperature,ablation_development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,27,1433,55880,50,1,0.0,1.1405007949218258,3.0350817538468835,1.742148602687751,0.08217495846845273
no_fuel_race_progress,ablation_development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,22,1433,55880,50,1,0.0,1.0120192923670444,2.6967840306308215,1.6421887926273342,0.09429610295953943
no_tire_age,ablation_development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,21,1433,55880,50,1,0.0,1.3326323831371485,3.5561026305485033,1.885763142748448,0.10964734782012185
no_compound,ablation_development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,24,1433,55880,50,1,0.0,1.1679025953715143,3.0287465207989337,1.7403294288148246,0.08254840744361112
no_driver,ablation_development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,27,1553,57313,51,1,0.0,2.729007363396517,22.81568777201331,4.77657699320479,0.05222682060213285
no_constructor,ablation_development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,27,1553,57313,51,1,0.0,2.5925868177521116,22.42522179801111,4.735527615589535,0.05273223621524276
no_air_temperature,ablation_development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,27,1553,57313,51,1,0.0,2.8346746106427707,23.83042110944107,4.881641231127198,0.07759165593441607
no_track_temperature,ablation_development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,27,1553,57313,51,1,0.0,2.6687921395607557,22.56557168865966,4.750323324644298,0.05073757169749873
no_fuel_race_progress,ablation_development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,22,1553,57313,51,1,0.0,2.625741388471767,22.74614534457082,4.769291912283292,0.04872371844656326
no_tire_age,ablation_development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,21,1553,57313,51,1,0.0,2.596034290041221,22.55604706980256,4.749320695615591,0.03632506528568343
no_compound,ablation_development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,24,1553,57313,51,1,0.0,2.8046276723145103,23.318713610478692,4.828945393197017,0.053954185392146914
no_driver,ablation_development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,27,1130,58866,52,1,0.0,3.388147815675628,26.828721634662557,5.179644933261599,0.28869016134612446
no_constructor,ablation_development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,27,1130,58866,52,1,0.0,3.547194779720327,30.31286446896512,5.505711985653184,0.2922940450808217
no_air_temperature,ablation_development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,27,1130,58866,52,1,0.0,3.418673613453379,29.115175060370046,5.395847946372289,0.24973566545634968
no_track_temperature,ablation_development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,27,1130,58866,52,1,0.0,3.3788956344088192,28.97940273921992,5.383252059788759,0.28175513393816426
no_fuel_race_progress,ablation_development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,22,1130,58866,52,1,0.0,3.3892664484754893,23.934465411504178,4.892286317408679,0.28797743384217045
no_tire_age,ablation_development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,21,1130,58866,52,1,0.0,3.021185033670614,24.187439534298782,4.918072745933999,0.21510488430266253
no_compound,ablation_development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,24,1130,58866,52,1,0.0,4.353817219050019,37.738571051156235,6.143172718649235,0.23288492891301038
no_driver,ablation_development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,27,1452,59996,53,1,0.0,1.2024908613092185,2.6382393956654315,1.6242658020365484,0.0359479690122572
no_constructor,ablation_development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,27,1452,59996,53,1,0.0,1.083335388916794,2.4120336770957045,1.5530723347918165,0.040259453493887286
no_air_temperature,ablation_development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,27,1452,59996,53,1,0.0,1.755503401247798,4.6905018217722345,2.165756639554,0.04641722699248189
no_track_temperature,ablation_development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,27,1452,59996,53,1,0.0,0.8244533860337586,2.1734905560324496,1.4742762821236899,0.04137793216844075
no_fuel_race_progress,ablation_development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,22,1452,59996,53,1,0.0,1.2714711599267268,3.0254951486980453,1.7393950525105115,0.03211561175708936
no_tire_age,ablation_development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,21,1452,59996,53,1,0.0,1.1621308098236365,2.7589319299503257,1.6610032901684229,0.06965756592462237
no_compound,ablation_development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,24,1452,59996,53,1,0.0,1.0155955634332605,2.9762227420179483,1.7251732498557786,0.049931685447864714
no_driver,ablation_development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,27,1686,61448,54,1,0.0,0.9944387096323392,1.2757803485248298,1.129504470343004,0.19500379881281438
no_constructor,ablation_development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,27,1686,61448,54,1,0.0,0.5942738658613402,0.5494843550693551,0.7412721194469377,0.21631725812142774
no_air_temperature,ablation_development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,27,1686,61448,54,1,0.0,0.5328361588669241,0.4708221641688046,0.6861648228879156,0.21073857526875425
no_track_temperature,ablation_development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,27,1686,61448,54,1,0.0,0.8058156023948253,0.8753613078638385,0.9356074539377284,0.20567860325032752
no_fuel_race_progress,ablation_development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,22,1686,61448,54,1,0.0,0.8664927626901848,1.2867862135592876,1.1343659962989403,0.020568072392321616
no_tire_age,ablation_development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,21,1686,61448,54,1,0.0,0.9378059019171058,1.2050293759473067,1.0977383003008079,0.23104679176731313
no_compound,ablation_development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,24,1686,61448,54,1,0.0,1.1904858663472524,1.746901002378859,1.3217038255141955,0.19394190162409386
no_driver,ablation_development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,27,1039,63134,55,1,0.0,2.047870821675414,7.422815288947979,2.724484407910601,0.07927917954104197
no_constructor,ablation_development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,27,1039,63134,55,1,0.0,1.9441021215356178,7.233699868033378,2.6895538418171476,0.08926319918983955
no_air_temperature,ablation_development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,27,1039,63134,55,1,0.0,2.079279840415229,7.615819033976352,2.7596773423674645,0.08296241455346931
no_track_temperature,ablation_development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,27,1039,63134,55,1,0.0,2.0617807335233005,7.603583131830219,2.7574595430994484,0.12139704570845081
no_fuel_race_progress,ablation_development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,22,1039,63134,55,1,0.0,2.6519444828964827,14.748053071951416,3.840319397127199,0.11131035020225141
no_tire_age,ablation_development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,21,1039,63134,55,1,0.0,1.9699148182632946,7.380788714862546,2.716760702539432,0.10311240632481278
no_compound,ablation_development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,24,1039,63134,55,1,0.0,2.6594238329052042,13.492876584565169,3.6732651122080977,0.06580043615390142
no_driver,ablation_development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,27,1384,64173,56,1,0.0,0.76397905229139,0.9552568107306952,0.9773724012528159,0.011438796724318629
no_constructor,ablation_development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,27,1384,64173,56,1,0.0,0.7732529294016498,0.9583956864199582,0.9789768569378738,0.003200275585356753
no_air_temperature,ablation_development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,27,1384,64173,56,1,0.0,0.6677619905825717,0.8163540300515422,0.9035231209280381,0.013272169979923275
no_track_temperature,ablation_development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,27,1384,64173,56,1,0.0,0.8145118315393847,1.002667126951922,1.0013326754640148,0.02836360033893388
no_fuel_race_progress,ablation_development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,22,1384,64173,56,1,0.0,1.116549843018361,2.0302759937527886,1.4248775364054234,0.01303678084914967
no_tire_age,ablation_development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,21,1384,64173,56,1,0.0,0.7735892034036337,1.0113128986344209,1.0056405414632112,0.030460325009334595
no_compound,ablation_development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,24,1384,64173,56,1,0.0,0.7193693817838867,0.8797554246774046,0.9379527838209153,0.007575716100236611
no_driver,ablation_development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,27,909,65557,57,1,0.0,4.325635700851432,19.772354256429473,4.4466115477326635,0.04808004455078733
no_constructor,ablation_development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,27,909,65557,57,1,0.0,4.166789911200905,18.325620566914523,4.280843441065619,0.05584180488695636
no_air_temperature,ablation_development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,27,909,65557,57,1,0.0,4.190888517364471,18.606504434305418,4.313525754450229,0.06141220966210328
no_track_temperature,ablation_development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,27,909,65557,57,1,0.0,4.066954612885552,17.454148390703864,4.177816222705813,0.0466451186764938
no_fuel_race_progress,ablation_development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,22,909,65557,57,1,0.0,4.2864816776226835,20.101060614786743,4.483420637725925,0.053342082084163446
no_tire_age,ablation_development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,21,909,65557,57,1,0.0,4.229658299424044,19.040550358978464,4.363547909554617,0.022299219040029506
no_compound,ablation_development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,24,909,65557,57,1,0.0,4.298822899181176,19.50112445697888,4.416007751009828,0.04630032490352124
no_driver,ablation_development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,27,1655,66466,58,1,0.0,0.7337108871455688,1.0449445518879823,1.0222252940951824,0.05546736892155966
no_constructor,ablation_development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,27,1655,66466,58,1,0.0,0.6568534388228394,0.8805287711368722,0.9383649456031871,0.050385097566648974
no_air_temperature,ablation_development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,27,1655,66466,58,1,0.0,0.8682141236229378,1.3312619028204458,1.1538032340136881,0.05934928059732009
no_track_temperature,ablation_development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,27,1655,66466,58,1,0.0,0.6976580136113055,0.9812768186239069,0.9905941745356203,0.05305295379555189
no_fuel_race_progress,ablation_development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,22,1655,66466,58,1,0.0,0.919824600646301,1.471148707681478,1.212909191852992,0.043674745733723354
no_tire_age,ablation_development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,21,1655,66466,58,1,0.0,0.7378366073555251,1.0959708082264468,1.0468862441671716,0.07262154732416386
no_compound,ablation_development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,24,1655,66466,58,1,0.0,0.7772109897099607,1.1008744748783612,1.0492256548895291,0.06364305639666505
no_driver,ablation_development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,27,1096,68121,59,1,0.0,3.5667429847413286,14.717064974917939,3.8362827026847146,0.12691845288700174
no_constructor,ablation_development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,27,1096,68121,59,1,0.0,3.4712853370408983,14.071403362434626,3.7511869271518083,0.12048097468556189
no_air_temperature,ablation_development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,27,1096,68121,59,1,0.0,2.130935981956975,5.223301976555116,2.285454435458103,0.09967121653196372
no_track_temperature,ablation_development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,27,1096,68121,59,1,0.0,3.631691185676798,15.929853691524794,3.991222079955561,0.1311714430012836
no_fuel_race_progress,ablation_development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,22,1096,68121,59,1,0.0,2.545807934366786,7.482615642446951,2.735437011237318,0.10731287163992022
no_tire_age,ablation_development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,21,1096,68121,59,1,0.0,3.3878129056947053,13.24947486486322,3.639982811067,0.15750298425841172
no_compound,ablation_development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,24,1096,68121,59,1,0.0,3.6844669978948468,15.916580151794893,3.9895588918820204,0.12746383797843255
no_driver,ablation_development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,27,978,69217,60,1,0.0,0.9927023815620274,2.555757875863241,1.5986737865691176,0.21550463384229704
