variant,fold,event_date,event_name,split,n_features,degradation_slope_error,mae,mse,rmse,runtime_seconds
hgb_track_pca4,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,development,28,0.13601253996155319,1.2862991900572442,3.4632437752194316,1.8609792516896666,1.680341823026538
hgb_track_pca4_age_interactions,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,development,32,0.14180445548437462,1.3231809042505795,3.5872480526873414,1.8940031818049676,2.0566250550327823
hgb_raw,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,development,37,0.051131759461227666,1.4484576067928752,3.643255835432418,1.908731472845884,2.125591063988395
hgb_track_pca4,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,development,28,0.05238911761434376,1.2373821324602103,3.048410161472374,1.745969690880221,1.549157305038534
hgb_track_pca4_age_interactions,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,development,32,0.03976110663996319,1.3027455173586389,3.2490030113609816,1.8024991016255685,1.7091075079515576
hgb_raw,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,development,37,0.44785188661438835,1.5082254757112126,3.046842849731823,1.7455207961327253,1.8671969409333542
hgb_track_pca4,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,development,28,0.43186230194804237,1.141996094018885,1.8629211978754263,1.3648887126339004,1.6545942010125145
hgb_track_pca4_age_interactions,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,development,32,0.45385493277409855,1.2863788268717418,2.354148822730056,1.5343235717181876,1.9992016800679266
hgb_raw,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,development,37,0.570356300478653,2.8569845589469844,11.816564993843059,3.4375230899359877,3.0385900520486757
hgb_track_pca4,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,development,28,0.5726993815836299,2.3790485809693,8.85370773559287,2.975518061715114,1.9310832599876449
hgb_track_pca4_age_interactions,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,development,32,0.5549589518268901,2.4080233631690926,8.95807925153435,2.9930050537101254,1.9643316039582714
hgb_raw,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,development,37,0.03509399015547071,2.1145975201329232,7.813319980096345,2.7952316505249337,1.8501035179942846
hgb_track_pca4,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,development,28,0.06762195692266139,2.2773591851169113,8.313691192027159,2.8833472201639467,1.7649742449866608
hgb_track_pca4_age_interactions,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,development,32,0.08348448783140472,2.4305536428962147,8.641429820132327,2.9396308986218536,2.061795194982551
hgb_raw,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,development,37,0.0848566177529515,1.637368478661281,14.705927258219576,3.8348307991643615,2.051296174991876
hgb_track_pca4,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,development,28,0.08650935228466705,1.6541254120736832,14.80741499225386,3.8480404093842178,1.7637043660506606
hgb_track_pca4_age_interactions,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,development,32,0.07998305624796108,1.6780308545275866,14.735215124247171,3.838647564474651,4.03221267205663
hgb_raw,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,development,37,0.05667402217602868,3.0339036570231097,10.356142134222573,3.218096041795921,1.86819548800122
hgb_track_pca4,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,development,28,0.056568990571185966,2.8245201245750966,9.064051706913062,3.010656358157314,1.5737233998952433
hgb_track_pca4_age_interactions,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,development,32,0.05789385122142881,2.9152660160611066,9.593487049035593,3.097335475700944,1.7666035150177777
hgb_raw,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,development,37,0.0902941037478769,1.427194329537515,2.915004028930484,1.7073382877832044,1.9287329969229177
hgb_track_pca4,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,development,28,0.09859177986122876,1.4743137463864746,3.04120261663659,1.7439044172879974,1.7649658509762958
hgb_track_pca4_age_interactions,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,development,32,0.08818793686044842,1.400530608991456,2.8527093206327545,1.6889965425165188,2.0112163909943774
hgb_raw,2025-final,,,final_2025,37,0.0312442636603732,2.0032089901841044,8.778618879739614,2.9628734160843955,0.0
hgb_track_pca4,2025-final,,,final_2025,28,0.03141914086489627,1.9853803251601858,8.828653216458886,2.9713049686053576,0.0
hgb_track_pca4_age_interactions,2025-final,,,final_2025,32,0.030281228521722357,2.0073212275988803,8.897620434375145,2.9828879352692996,0.0
